iod_xml_id	entry_index	entry_kind	ie_name	component_name	component_section_id	usage	usage_condition_text	fg_scope	source_table_xml_id
sect_A.8.5	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.8-5
sect_A.8.5	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	C	Required if Pixel Measures or Plane Position (Patient) or Plane Orientation (Patient) Functional Group Macros Present	none	table_A.8-5
sect_A.8.5	8	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.8-5
sect_A.8.5	9	module	Equipment	General Equipment	sect_C.7.5.1	U		none	table_A.8-5
sect_A.8.5	10	module	Equipment	SC Equipment	sect_C.8.6.1	M		none	table_A.8-5
sect_A.8.5	11	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.8-5
sect_A.8.5	12	module	Image	General Image	sect_C.7.6.1	M		none	table_A.8-5
sect_A.8.5	13	module	Image	General Reference	sect_C.12.4	U		none	table_A.8-5
sect_A.8.5	14	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.8-5
sect_A.8.5	15	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.8-5
sect_A.8.5	16	module	Image	Cine	sect_C.7.6.5	C	Required if Frame Increment Pointer (0028,0009) is Frame Time (0018,1063) or Frame Time Vector (0018,1065)	none	table_A.8-5
sect_A.8.5	17	module	Image	Multi-frame	sect_C.7.6.6	M		none	table_A.8-5
sect_A.8.5	18	module	Image	Frame Pointers	sect_C.7.6.9	U		none	table_A.8-5
sect_A.8.5	19	module	Image	Device	sect_C.7.6.12	U		none	table_A.8-5
sect_A.8.5	20	module	Image	Multi-frame Functional Groups	sect_C.7.6.16	U		none	table_A.8-5
sect_A.8.5	21	module	Image	Multi-frame Dimension	sect_C.7.6.17	U		none	table_A.8-5
sect_A.8.5	22	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.8-5
sect_A.8.5	23	module	Image	SC Image	sect_C.8.6.2	U		none	table_A.8-5
sect_A.8.5	24	module	Image	SC Multi-frame Image	sect_C.8.6.3	M		none	table_A.8-5
sect_A.8.5	25	module	Image	SC Multi-frame Vector	sect_C.8.6.4	C	Required if Number of Frames is greater than 1	none	table_A.8-5
sect_A.8.5	26	module	Image	ICC Profile	sect_C.11.15	U		none	table_A.8-5
sect_A.8.5	27	module	Image	SOP Common	sect_C.12.1	M		none	table_A.8-5
sect_A.8.5	28	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.8-5
sect_A.8.5	29	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.8-5
sect_A.8.5	30	functional_group		Pixel Measures	sect_C.7.6.16.2.1	C	Required if Plane Position (Patient) or Plane Orientation (Patient) Macros Present	none	table_A.8-5b
sect_A.8.5	31	functional_group		Plane Position (Patient)	sect_C.7.6.16.2.3	C	Required if Pixel Measures or Plane Orientation (Patient) Macros Present	none	table_A.8-5b
sect_A.8.5	32	functional_group		Plane Orientation (Patient)	sect_C.7.6.16.2.4	C	Required if Pixel Measures or Plane Position (Patient) Macros Present	none	table_A.8-5b
sect_A.14	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.14-1
sect_A.14	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.14-1
sect_A.14	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.14-1
sect_A.14	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.14-1
sect_A.14	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.14-1
sect_A.14	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.14-1
sect_A.14	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.14-1
sect_A.14	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.14-1
sect_A.14	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.14-1
sect_A.14	9	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.14-1
sect_A.14	10	module	Image	General Image	sect_C.7.6.1	M		none	table_A.14-1
sect_A.14	11	module	Image	General Reference	sect_C.12.4	U		none	table_A.14-1
sect_A.14	12	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.14-1
sect_A.14	13	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this Image	none	table_A.14-1
sect_A.14	14	module	Image	Cine	sect_C.7.6.5	C	Required if pixel data is Multi-frame Cine data	none	table_A.14-1
sect_A.14	15	module	Image	Multi-frame	sect_C.7.6.6	C	Required if pixel data is Multi-frame Cine data	none	table_A.14-1
sect_A.14	16	module	Image	Frame Pointers	sect_C.7.6.9	U		none	table_A.14-1
sect_A.14	17	module	Image	Mask	sect_C.7.6.10	C	Required if the Image may be subtracted	none	table_A.14-1
sect_A.14	18	module	Image	Display Shutter	sect_C.7.6.11	U		none	table_A.14-1
sect_A.14	19	module	Image	Device	sect_C.7.6.12	U		none	table_A.14-1
sect_A.14	20	module	Image	Intervention	sect_C.7.6.13	U		none	table_A.14-1
sect_A.14	21	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.14-1
sect_A.14	22	module	Image	X-Ray Image	sect_C.8.7.1	M		none	table_A.14-1
sect_A.14	23	module	Image	X-Ray Acquisition	sect_C.8.7.2	M		none	table_A.14-1
sect_A.14	24	module	Image	X-Ray Collimator	sect_C.8.7.3	U		none	table_A.14-1
sect_A.14	25	module	Image	X-Ray Table	sect_C.8.7.4	C	Required if Image is created with table motion, may be present otherwise	none	table_A.14-1
sect_A.14	26	module	Image	XA Positioner	sect_C.8.7.5	M		none	table_A.14-1
sect_A.14	27	module	Image	DX Detector	sect_C.8.11.4	U		none	table_A.14-1
sect_A.14	28	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.14-1
sect_A.14	29	module	Image	Multi-frame Overlay	sect_C.9.3	C	Required if Overlay data contains multiple Frames.	none	table_A.14-1
sect_A.14	30	module	Image	Modality LUT	sect_C.11.1	C	Required if Pixel Intensity Relationship (0028,1040) is LOG U - Optional if Pixel Intensity Relationship (0028,1040) is DISP	none	table_A.14-1
sect_A.14	31	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.14-1
sect_A.14	32	module	Image	SOP Common	sect_C.12.1	M		none	table_A.14-1
sect_A.14	33	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.14-1
sect_A.14	34	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.14-1
sect_A.16	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.16-1
sect_A.16	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.16-1
sect_A.16	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.16-1
sect_A.16	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.16-1
sect_A.16	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.16-1
sect_A.16	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.16-1
sect_A.16	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.16-1
sect_A.16	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.16-1
sect_A.16	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.16-1
sect_A.16	9	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.16-1
sect_A.16	10	module	Image	General Image	sect_C.7.6.1	M		none	table_A.16-1
sect_A.16	11	module	Image	General Reference	sect_C.12.4	U		none	table_A.16-1
sect_A.16	12	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.16-1
sect_A.16	13	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this Image	none	table_A.16-1
sect_A.16	14	module	Image	Cine	sect_C.7.6.5	C	Required if pixel data is Multi-frame Cine Data	none	table_A.16-1
sect_A.16	15	module	Image	Multi-frame	sect_C.7.6.6	C	Required if pixel data is Multi-frame Cine Data	none	table_A.16-1
sect_A.16	16	module	Image	Frame Pointers	sect_C.7.6.9	U		none	table_A.16-1
sect_A.16	17	module	Image	Mask	sect_C.7.6.10	C	Required if the Image may be subtracted	none	table_A.16-1
sect_A.16	18	module	Image	Display Shutter	sect_C.7.6.11	U		none	table_A.16-1
sect_A.16	19	module	Image	Device	sect_C.7.6.12	U		none	table_A.16-1
sect_A.16	20	module	Image	Intervention	sect_C.7.6.13	U		none	table_A.16-1
sect_A.16	21	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.16-1
sect_A.16	22	module	Image	X-Ray Image	sect_C.8.7.1	M		none	table_A.16-1
sect_A.16	23	module	Image	X-Ray Acquisition	sect_C.8.7.2	M		none	table_A.16-1
sect_A.16	24	module	Image	X-Ray Collimator	sect_C.8.7.3	U		none	table_A.16-1
sect_A.16	25	module	Image	X-Ray Table	sect_C.8.7.4	U		none	table_A.16-1
sect_A.16	26	module	Image	XRF Positioner	sect_C.8.7.6	U		none	table_A.16-1
sect_A.16	27	module	Image	X-Ray Tomography Acquisition	sect_C.8.7.7	C	Required if Scan Option (0018,0022) is TOMO	none	table_A.16-1
sect_A.16	28	module	Image	DX Detector	sect_C.8.11.4	U		none	table_A.16-1
sect_A.16	29	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.16-1
sect_A.16	30	module	Image	Multi-frame Overlay	sect_C.9.3	C	Required if Overlay Data contains multiple Frames	none	table_A.16-1
sect_A.16	31	module	Image	Modality LUT	sect_C.11.1	C	Required if Pixel Intensity Relationship (0028,1040) is LOG U - Optional if Pixel Intensity Relationship (0028,1040) is DISP	none	table_A.16-1
sect_A.16	32	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.16-1
sect_A.16	33	module	Image	SOP Common	sect_C.12.1	M		none	table_A.16-1
sect_A.16	34	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.16-1
sect_A.16	35	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.16-1
sect_A.17	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.17.3-1
sect_A.17	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.17.3-1
sect_A.17	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.17.3-1
sect_A.17	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.17.3-1
sect_A.17	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.17.3-1
sect_A.17	5	module	Series	RT Series	sect_C.8.8.1	M		none	table_A.17.3-1
sect_A.17	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.17.3-1
sect_A.17	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	U		none	table_A.17.3-1
sect_A.17	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.17.3-1
sect_A.17	9	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.17.3-1
sect_A.17	10	module	Image	General Image	sect_C.7.6.1	M		none	table_A.17.3-1
sect_A.17	11	module	Image	General Reference	sect_C.12.4	U		none	table_A.17.3-1
sect_A.17	12	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.17.3-1
sect_A.17	13	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this image.	none	table_A.17.3-1
sect_A.17	14	module	Image	Cine	sect_C.7.6.5	C	Required if Multi-frame Image is a cine image.	none	table_A.17.3-1
sect_A.17	15	module	Image	Multi-frame	sect_C.7.6.6	C	Required if pixel data is multi-frame data.	none	table_A.17.3-1
sect_A.17	16	module	Image	Device	sect_C.7.6.12	U		none	table_A.17.3-1
sect_A.17	17	module	Image	RT Image	sect_C.8.8.2	M		none	table_A.17.3-1
sect_A.17	18	module	Image	Modality LUT	sect_C.11.1	U		none	table_A.17.3-1
sect_A.17	19	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.17.3-1
sect_A.17	20	module	Image	Approval	sect_C.8.8.16	U		none	table_A.17.3-1
sect_A.17	21	module	Image	SOP Common	sect_C.12.1	M		none	table_A.17.3-1
sect_A.17	22	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.17.3-1
sect_A.17	23	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.17.3-1
sect_A.18	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.18.3-1
sect_A.18	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.18.3-1
sect_A.18	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.18.3-1
sect_A.18	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.18.3-1
sect_A.18	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.18.3-1
sect_A.18	5	module	Series	RT Series	sect_C.8.8.1	M		none	table_A.18.3-1
sect_A.18	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.18.3-1
sect_A.18	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.18.3-1
sect_A.18	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.18.3-1
sect_A.18	9	module	Dose	General Image	sect_C.7.6.1	C	Required if dose data contains grid-based doses.	none	table_A.18.3-1
sect_A.18	10	module	Dose	Image Plane	sect_C.7.6.2	C	Required if dose data contains grid-based doses.	none	table_A.18.3-1
sect_A.18	11	module	Dose	Image Pixel	sect_C.7.6.3	C	Required if dose data contains grid-based doses.	none	table_A.18.3-1
sect_A.18	12	module	Dose	Multi-frame	sect_C.7.6.6	C	Required if dose data contains grid-based doses and pixel data is multi-frame data.	none	table_A.18.3-1
sect_A.18	13	module	Dose	RT Dose	sect_C.8.8.3	M		none	table_A.18.3-1
sect_A.18	14	module	Dose	RT DVH	sect_C.8.8.4	U		none	table_A.18.3-1
sect_A.18	15	module	Dose	SOP Common	sect_C.12.1	M		none	table_A.18.3-1
sect_A.18	16	module	Dose	Common Instance Reference	sect_C.12.2	U		none	table_A.18.3-1
sect_A.18	17	module	Dose	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.18.3-1
sect_A.19	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.19.3-1
sect_A.19	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.19.3-1
sect_A.19	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.19.3-1
sect_A.19	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.19.3-1
sect_A.19	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.19.3-1
sect_A.19	5	module	Series	RT Series	sect_C.8.8.1	M		none	table_A.19.3-1
sect_A.19	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.19.3-1
sect_A.19	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.19.3-1
sect_A.19	8	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	U	See note 2.	none	table_A.19.3-1
sect_A.19	9	module	Structure Set	Structure Set	sect_C.8.8.5	M		none	table_A.19.3-1
sect_A.19	10	module	Structure Set	ROI Contour	sect_C.8.8.6	M		none	table_A.19.3-1
sect_A.19	11	module	Structure Set	RT ROI Observations	sect_C.8.8.8	M		none	table_A.19.3-1
sect_A.19	12	module	Structure Set	Approval	sect_C.8.8.16	U		none	table_A.19.3-1
sect_A.19	13	module	Structure Set	General Reference	sect_C.12.4	U		none	table_A.19.3-1
sect_A.19	14	module	Structure Set	SOP Common	sect_C.12.1	M		none	table_A.19.3-1
sect_A.19	15	module	Structure Set	Common Instance Reference	sect_C.12.2	U		none	table_A.19.3-1
sect_A.20	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.20.3-1
sect_A.20	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.20.3-1
sect_A.20	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.20.3-1
sect_A.20	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.20.3-1
sect_A.20	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.20.3-1
sect_A.20	5	module	Series	RT Series	sect_C.8.8.1	M		none	table_A.20.3-1
sect_A.20	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.20.3-1
sect_A.20	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	U		none	table_A.20.3-1
sect_A.20	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.20.3-1
sect_A.20	9	module	Plan	RT General Plan	sect_C.8.8.9	M		none	table_A.20.3-1
sect_A.20	10	module	Plan	RT Prescription	sect_C.8.8.10	U		none	table_A.20.3-1
sect_A.20	11	module	Plan	RT Tolerance Tables	sect_C.8.8.11	U		none	table_A.20.3-1
sect_A.20	12	module	Plan	RT Patient Setup	sect_C.8.8.12	U		none	table_A.20.3-1
sect_A.20	13	module	Plan	RT Fraction Scheme	sect_C.8.8.13	U		none	table_A.20.3-1
sect_A.20	14	module	Plan	RT Beams	sect_C.8.8.14	C	Required if exists and Number of Beams (300A,0080) is greater than zero for one or more fraction groups. Shall not be present, if is present. May be present otherwise.	none	table_A.20.3-1
sect_A.20	15	module	Plan	RT Brachy Application Setups	sect_C.8.8.15	C	Required if exists and Number of Brachy Application Setups (300A,00A0) is greater than zero for one or more fraction groups. Shall not be present, if is present. May be present otherwise.	none	table_A.20.3-1
sect_A.20	16	module	Plan	Approval	sect_C.8.8.16	U		none	table_A.20.3-1
sect_A.20	17	module	Plan	General Reference	sect_C.12.4	U		none	table_A.20.3-1
sect_A.20	18	module	Plan	SOP Common	sect_C.12.1	M		none	table_A.20.3-1
sect_A.20	19	module	Plan	Common Instance Reference	sect_C.12.2	U		none	table_A.20.3-1
sect_A.21	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.21.3-1
sect_A.21	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.21.3-1
sect_A.21	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.21.3-1
sect_A.21	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.21.3-1
sect_A.21	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.21.3-1
sect_A.21	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.21.3-1
sect_A.21	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.21.3-1
sect_A.21	7	module	Series	PET Series	sect_C.8.9.1	M		none	table_A.21.3-1
sect_A.21	8	module	Series	PET Isotope	sect_C.8.9.2	M		none	table_A.21.3-1
sect_A.21	9	module	Series	PET Multi-gated Acquisition	sect_C.8.9.3	C	Required if Series Type (0054,1000) Value 1 is GATED.	none	table_A.21.3-1
sect_A.21	10	module	Series	NM/PET Patient Orientation	sect_C.8.4.6	M		none	table_A.21.3-1
sect_A.21	11	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.21.3-1
sect_A.21	12	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if time synchronization was applied	none	table_A.21.3-1
sect_A.21	13	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.21.3-1
sect_A.21	14	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.21.3-1
sect_A.21	15	module	Image	General Image	sect_C.7.6.1	M		none	table_A.21.3-1
sect_A.21	16	module	Image	General Reference	sect_C.12.4	U		none	table_A.21.3-1
sect_A.21	17	module	Image	Image Plane	sect_C.7.6.2	M		none	table_A.21.3-1
sect_A.21	18	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.21.3-1
sect_A.21	19	module	Image	Device	sect_C.7.6.12	U		none	table_A.21.3-1
sect_A.21	20	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.21.3-1
sect_A.21	21	module	Image	PET Image	sect_C.8.9.4	M		none	table_A.21.3-1
sect_A.21	22	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.21.3-1
sect_A.21	23	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.21.3-1
sect_A.21	24	module	Image	Acquisition Context	sect_C.7.6.14	U		none	table_A.21.3-1
sect_A.21	25	module	Image	SOP Common	sect_C.12.1	M		none	table_A.21.3-1
sect_A.21	26	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.21.3-1
sect_A.26	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.26-1
sect_A.26	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.26-1
sect_A.26	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.26-1
sect_A.26	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.26-1
sect_A.26	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.26-1
sect_A.26	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.26-1
sect_A.26	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.26-1
sect_A.26	7	module	Series	DX Series	sect_C.8.11.1	M		none	table_A.26-1
sect_A.26	8	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	U		none	table_A.26-1
sect_A.26	9	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.26-1
sect_A.26	10	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.26-1
sect_A.26	11	module	Image	General Image	sect_C.7.6.1	M		none	table_A.26-1
sect_A.26	12	module	Image	General Reference	sect_C.12.4	U		none	table_A.26-1
sect_A.26	13	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.26-1
sect_A.26	14	module	Image	Contrast/Bolus	sect_C.7.6.4	U		none	table_A.26-1
sect_A.26	15	module	Image	Display Shutter	sect_C.7.6.11	U		none	table_A.26-1
sect_A.26	16	module	Image	Device	sect_C.7.6.12	U		none	table_A.26-1
sect_A.26	17	module	Image	Intervention	sect_C.7.6.13	U		none	table_A.26-1
sect_A.26	18	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.26-1
sect_A.26	19	module	Image	DX Anatomy Imaged	sect_C.8.11.2	M		none	table_A.26-1
sect_A.26	20	module	Image	DX Image	sect_C.8.11.3	M		none	table_A.26-1
sect_A.26	21	module	Image	DX Detector	sect_C.8.11.4	M		none	table_A.26-1
sect_A.26	22	module	Image	X-Ray Collimator	sect_C.8.7.3	U		none	table_A.26-1
sect_A.26	23	module	Image	DX Positioning	sect_C.8.11.5	U		none	table_A.26-1
sect_A.26	24	module	Image	X-Ray Tomography Acquisition	sect_C.8.7.7	U		none	table_A.26-1
sect_A.26	25	module	Image	X-Ray Acquisition Dose	sect_C.8.7.8	U		none	table_A.26-1
sect_A.26	26	module	Image	X-Ray Generation	sect_C.8.7.9	U		none	table_A.26-1
sect_A.26	27	module	Image	X-Ray Filtration	sect_C.8.7.10	U		none	table_A.26-1
sect_A.26	28	module	Image	X-Ray Grid	sect_C.8.7.11	U		none	table_A.26-1
sect_A.26	29	module	Image	Overlay Plane	sect_C.9.2	C	Required if graphic annotation is present - See	none	table_A.26-1
